time,Xm
284.1,-6.421213943
284.2,-6.421623437
284.3,-6.42204236
284.4,-6.422470705
284.5,-6.422908462
284.6,-6.423355625
284.7,-6.423812184
284.8,-6.424278131
284.9,-6.424753458
285,-6.425238156
285.1,-6.425732216
285.2,-6.42623563
285.3,-6.426748389
285.4,-6.427270484
285.5,-6.427801905
285.6,-6.428342644
285.7,-6.428892692
285.8,-6.429452038
285.9,-6.430020674
286,-6.43059859
286.1,-6.431185776
286.2,-6.431782222
286.3,-6.432387919
286.4,-6.433002856
286.5,-6.433627023
286.6,-6.43426041
286.7,-6.434903007
286.8,-6.435554802
286.9,-6.436215786
287,-6.436885947
287.1,-6.437565274
287.2,-6.438253757
287.3,-6.438951385
287.4,-6.439658146
287.5,-6.440374028
287.6,-6.441099021
287.7,-6.441833113
287.8,-6.442576291
287.9,-6.443328545
288,-6.444089862
288.1,-6.44486023
288.2,-6.445639637
288.3,-6.446428071
288.4,-6.44722552
288.5,-6.44803197
288.6,-6.44884741
288.7,-6.449671826
288.8,-6.450505207
288.9,-6.451347538
289,-6.452198807
289.1,-6.453059001
289.2,-6.453928106
289.3,-6.454806109
289.4,-6.455692996
289.5,-6.456588754
289.6,-6.457493369
289.7,-6.458406827
289.8,-6.459329114
289.9,-6.460260216
290,-6.461200119
290.1,-6.462148807
290.2,-6.463106268
290.3,-6.464072487
290.4,-6.465047448
290.5,-6.466031137
290.6,-6.46702354
290.7,-6.468024641
290.8,-6.469034426
290.9,-6.47005288
291,-6.471079987
291.1,-6.472115732
291.2,-6.473160101
291.3,-6.474213077
291.4,-6.475274645
291.5,-6.476344789
291.6,-6.477423494
291.7,-6.478510743
291.8,-6.479606522
291.9,-6.480710813
292,-6.4818236
292.1,-6.482944867
292.2,-6.484074598
292.3,-6.485212776
292.4,-6.486359385
292.5,-6.487514407
292.6,-6.488677827
292.7,-6.489849626
292.8,-6.49102979
292.9,-6.492218299
293,-6.493415138
293.1,-6.494620288
293.2,-6.495833732
293.3,-6.497055454
293.4,-6.498285435
293.5,-6.499523657
293.6,-6.500770103
293.7,-6.502024754
293.8,-6.503287594
293.9,-6.504558603
294,-6.505837765
294.1,-6.507125059
294.2,-6.50842047
294.3,-6.509723977
294.4,-6.511035562
294.5,-6.512355207
294.6,-6.513682894
294.7,-6.515018603
294.8,-6.516362315
294.9,-6.517714012
295,-6.519073674
295.1,-6.520441283
295.2,-6.521816818
295.3,-6.523200261
295.4,-6.524591593
295.5,-6.525990794
295.6,-6.527397844
295.7,-6.528812723
295.8,-6.530235413
295.9,-6.531665893
296,-6.533104144
296.1,-6.534550144
296.2,-6.536003875
296.3,-6.537465316
296.4,-6.538934447
296.5,-6.540411248
296.6,-6.541895697
296.7,-6.543387775
296.8,-6.54488746
296.9,-6.546394733
297,-6.547909572
297.1,-6.549431957
297.2,-6.550961867
297.3,-6.55249928
297.4,-6.554044176
297.5,-6.555596533
297.6,-6.557156331
297.7,-6.558723549
297.8,-6.560298164
297.9,-6.561880157
298,-6.563469505
298.1,-6.565066188
298.2,-6.566670183
298.3,-6.568281469
298.4,-6.569900025
298.5,-6.571525828
298.6,-6.573158858
298.7,-6.574799092
298.8,-6.576446508
298.9,-6.578101084
299,-6.579762799
299.1,-6.581431631
299.2,-6.583107556
299.3,-6.584790554
299.4,-6.586480601
299.5,-6.588177675
299.6,-6.589881755
299.7,-6.591592817
299.8,-6.593310839
299.9,-6.595035799
300,-6.596767673
300.1,-6.59850644
300.2,-6.600252076
300.3,-6.602004559
300.4,-6.603763866
300.5,-6.605529974
300.6,-6.60730286
300.7,-6.609082501
300.8,-6.610868874
300.9,-6.612661955
301,-6.614461722
301.1,-6.616268151
301.2,-6.61808122
301.3,-6.619900904
301.4,-6.62172718
301.5,-6.623560024
301.6,-6.625399414
301.7,-6.627245326
301.8,-6.629097736
301.9,-6.630956619
302,-6.632821954
302.1,-6.634693715
302.2,-6.636571879
302.3,-6.638456423
302.4,-6.640347322
302.5,-6.642244552
302.6,-6.644148089
302.7,-6.64605791
302.8,-6.64797399
302.9,-6.649896305
303,-6.651824831
303.1,-6.653759544
303.2,-6.65570042
303.3,-6.657647434
303.4,-6.659600563
303.5,-6.661559782
303.6,-6.663525066
303.7,-6.665496392
303.8,-6.667473735
303.9,-6.669457071
304,-6.671446374
304.1,-6.673441621
304.2,-6.675442787
304.3,-6.677449847
304.4,-6.679462776
304.5,-6.681481551
304.6,-6.683506146
304.7,-6.685536536
304.8,-6.687572697
304.9,-6.689614604
305,-6.691662232
305.1,-6.693715556
305.2,-6.695774552
305.3,-6.697839194
305.4,-6.699909458
305.5,-6.70198532
305.6,-6.704066753
305.7,-6.706153733
305.8,-6.708246235
305.9,-6.710344235
306,-6.712447706
306.1,-6.714556624
306.2,-6.716670965
306.3,-6.718790701
306.4,-6.720915809
306.5,-6.723046263
306.6,-6.725182038
306.7,-6.727323108
306.8,-6.729469448
306.9,-6.731621032
307,-6.733777834
307.1,-6.735939831
307.2,-6.738106995
307.3,-6.740279301
307.4,-6.742456724
307.5,-6.744639237
307.6,-6.746826817
307.7,-6.749019435
307.8,-6.751217068
307.9,-6.75341969
308,-6.755627274
308.1,-6.757839795
308.2,-6.760057227
308.3,-6.762279545
308.4,-6.764506723
308.5,-6.766738735
308.6,-6.768975555
308.7,-6.771217157
308.8,-6.773463516
308.9,-6.775714606
309,-6.777970401
309.1,-6.780230875
309.2,-6.782496001
309.3,-6.784765754
309.4,-6.787040108
309.5,-6.789319037
309.6,-6.791602515
309.7,-6.793890515
309.8,-6.796183012
309.9,-6.798479979
310,-6.80078139
310.1,-6.80308722
310.2,-6.805397441
310.3,-6.807712028
310.4,-6.810030955
310.5,-6.812354195
310.6,-6.814681721
310.7,-6.817013508
310.8,-6.819349528
310.9,-6.821689756
311,-6.824034165
311.1,-6.826382728
311.2,-6.828735419
311.3,-6.831092211
311.4,-6.833453078
311.5,-6.835817994
311.6,-6.838186931
311.7,-6.840559864
311.8,-6.842936765
311.9,-6.845317609
312,-6.847702368
312.1,-6.850091017
312.2,-6.852483528
312.3,-6.854879875
312.4,-6.857280032
312.5,-6.859683971
312.6,-6.862091667
312.7,-6.864503092
312.8,-6.866918221
312.9,-6.869337026
313,-6.871759482
313.1,-6.874185562
313.2,-6.876615239
313.3,-6.879048487
313.4,-6.881485279
313.5,-6.88392559
313.6,-6.886369392
313.7,-6.888816659
313.8,-6.891267364
313.9,-6.893721482
314,-6.896178986
314.1,-6.89863985
314.2,-6.901104047
314.3,-6.90357155
314.4,-6.906042335
314.5,-6.908516374
314.6,-6.910993641
314.7,-6.91347411
314.8,-6.915957755
314.9,-6.91844455
315,-6.920934468
315.1,-6.923427483
315.2,-6.925923569
315.3,-6.9284227
315.4,-6.93092485
315.5,-6.933429992
315.6,-6.935938101
315.7,-6.93844915
315.8,-6.940963113
315.9,-6.943479963
316,-6.945999675
316.1,-6.948522223
316.2,-6.95104758
316.3,-6.953575721
316.4,-6.956106618
316.5,-6.958640247
316.6,-6.96117658
316.7,-6.963715593
316.8,-6.966257259
316.9,-6.968801551
317,-6.971348444
317.1,-6.973897913
317.2,-6.97644993
317.3,-6.979004471
317.4,-6.981561509
317.5,-6.98412102
317.6,-6.986682976
317.7,-6.989247352
317.8,-6.991814123
317.9,-6.994383263
318,-6.996954746
318.1,-6.999528546
318.2,-7.002104637
318.3,-7.004682994
318.4,-7.007263592
318.5,-7.009846403
318.6,-7.012431404
318.7,-7.015018567
318.8,-7.017607867
318.9,-7.02019928
319,-7.022792778
319.1,-7.025388337
319.2,-7.027985931
319.3,-7.030585534
319.4,-7.033187121
319.5,-7.035790667
319.6,-7.038396146
319.7,-7.041003533
319.8,-7.043612803
319.9,-7.046223929
320,-7.048836888
320.1,-7.051451654
320.2,-7.054068201
320.3,-7.056686504
320.4,-7.05930654
320.5,-7.061928282
320.6,-7.064551705
320.7,-7.067176786
320.8,-7.069803499
320.9,-7.072431819
321,-7.075061722
321.1,-7.077693182
321.2,-7.080326176
321.3,-7.082960678
321.4,-7.085596663
321.5,-7.088234108
321.6,-7.090872987
321.7,-7.093513275
321.8,-7.09615495
321.9,-7.098797985
322,-7.101442356
322.1,-7.10408804
322.2,-7.106735012
322.3,-7.109383247
322.4,-7.112032721
322.5,-7.11468341
322.6,-7.117335291
322.7,-7.119988338
322.8,-7.122642528
322.9,-7.125297836
323,-7.12795424
323.1,-7.130611714
323.2,-7.133270236
323.3,-7.135929781
323.4,-7.138590326
323.5,-7.141251846
323.6,-7.14391432
323.7,-7.146577722
323.8,-7.14924203
323.9,-7.15190722
324,-7.154573269
324.1,-7.157240154
324.2,-7.159907851
324.3,-7.162576337
324.4,-7.16524559
324.5,-7.167915586
324.6,-7.170586302
324.7,-7.173257715
324.8,-7.175929802
324.9,-7.178602541
325,-7.181275908
325.1,-7.18394988
325.2,-7.186624435
325.3,-7.18929955
325.4,-7.191975201
325.5,-7.194651366
325.6,-7.197328023
325.7,-7.200005148
325.8,-7.202682719
325.9,-7.205360713
326,-7.208039108
326.1,-7.210717881
326.2,-7.21339701
326.3,-7.216076471
326.4,-7.218756242
326.5,-7.221436302
326.6,-7.224116626
326.7,-7.226797194
326.8,-7.229477982
326.9,-7.232158969
327,-7.234840132
327.1,-7.237521449
327.2,-7.240202897
327.3,-7.242884456
327.4,-7.245566101
327.5,-7.248247812
327.6,-7.250929567
327.7,-7.253611344
327.8,-7.25629312
327.9,-7.258974873
328,-7.261656583
328.1,-7.264338227
328.2,-7.267019784
328.3,-7.269701232
328.4,-7.272382549
328.5,-7.275063714
328.6,-7.277744706
328.7,-7.280425502
328.8,-7.283106082
328.9,-7.285786424
329,-7.288466507
329.1,-7.291146309
329.2,-7.29382581
329.3,-7.296504988
329.4,-7.299183823
329.5,-7.301862292
329.6,-7.304540376
329.7,-7.307218054
329.8,-7.309895304
329.9,-7.312572106
330,-7.315248439
330.1,-7.317924283
330.2,-7.320599616
330.3,-7.32327442
330.4,-7.325948672
330.5,-7.328622353
330.6,-7.331295443
330.7,-7.333967921
330.8,-7.336639767
330.9,-7.339310962
331,-7.341981484
331.1,-7.344651315
331.2,-7.347320434
331.3,-7.349988822
331.4,-7.352656459
331.5,-7.355323326
331.6,-7.357989402
331.7,-7.360654668
331.8,-7.363319105
331.9,-7.365982694
332,-7.368645414
332.1,-7.371307248
332.2,-7.373968175
332.3,-7.376628178
332.4,-7.379287236
332.5,-7.381945331
332.6,-7.384602444
332.7,-7.387258557
332.8,-7.38991365
332.9,-7.392567705
333,-7.395220704
333.1,-7.397872627
333.2,-7.400523457
333.3,-7.403173174
333.4,-7.405821761
333.5,-7.408469199
333.6,-7.41111547
333.7,-7.413760555
333.8,-7.416404437
333.9,-7.419047097
334,-7.421688518
334.1,-7.424328681
334.2,-7.426967569
334.3,-7.429605164
334.4,-7.432241449
334.5,-7.434876404
334.6,-7.437510014
334.7,-7.44014226
334.8,-7.442773124
334.9,-7.445402589
335,-7.448030637
335.1,-7.450657252
335.2,-7.453282416
335.3,-7.455906111
335.4,-7.458528321
335.5,-7.461149029
335.6,-7.463768217
335.7,-7.46638587
335.8,-7.469001969
335.9,-7.471616499
336,-7.474229444
336.1,-7.476840786
336.2,-7.47945051
336.3,-7.482058598
336.4,-7.484665036
336.5,-7.487269806
336.6,-7.489872893
336.7,-7.492474281
336.8,-7.495073953
336.9,-7.497671895
337,-7.500268089
337.1,-7.502862521
337.2,-7.505455173
337.3,-7.508046032
337.4,-7.51063508
337.5,-7.513222303
337.6,-7.515807684
337.7,-7.518391209
337.8,-7.520972861
337.9,-7.523552626
338,-7.526130489
338.1,-7.528706434
338.2,-7.531280445
338.3,-7.533852509
338.4,-7.536422609
338.5,-7.538990732
338.6,-7.541556863
338.7,-7.544120986
338.8,-7.546683088
338.9,-7.549243154
339,-7.551801169
339.1,-7.554357119
339.2,-7.55691099
339.3,-7.559462768
339.4,-7.562012439
339.5,-7.564559988
339.6,-7.567105402
339.7,-7.569648666
339.8,-7.572189768
339.9,-7.574728693
340,-7.577265428
340.1,-7.579799958
340.2,-7.582332271
340.3,-7.584862353
340.4,-7.587390191
340.5,-7.589915772
340.6,-7.592439083
340.7,-7.59496011
340.8,-7.597478841
340.9,-7.599995262
341,-7.602509362
341.1,-7.605021126
341.2,-7.607530544
341.3,-7.610037601
341.4,-7.612542285
341.5,-7.615044584
341.6,-7.617544486
341.7,-7.620041977
341.8,-7.622537047
341.9,-7.625029681
342,-7.627519869
342.1,-7.630007598
342.2,-7.632492857
342.3,-7.634975632
342.4,-7.637455912
342.5,-7.639933685
342.6,-7.64240894
342.7,-7.644881665
342.8,-7.647351848
342.9,-7.649819478
343,-7.652284543
343.1,-7.654747032
343.2,-7.657206934
343.3,-7.659664237
343.4,-7.662118931
343.5,-7.664571005
343.6,-7.667020447
343.7,-7.669467247
343.8,-7.671911394
343.9,-7.674352878
344,-7.676791687
344.1,-7.679227812
344.2,-7.681661242
344.3,-7.684091967
344.4,-7.686519977
344.5,-7.688945262
344.6,-7.691367811
344.7,-7.693787615
344.8,-7.696204664
344.9,-7.698618949
345,-7.701030459
345.1,-7.703439186
345.2,-7.70584512
345.3,-7.708248251
345.4,-7.710648571
345.5,-7.71304607
345.6,-7.715440739
345.7,-7.717832569
345.8,-7.720221552
345.9,-7.722607677
346,-7.724990937
346.1,-7.727371322
346.2,-7.729748824
346.3,-7.732123433
346.4,-7.734495142
346.5,-7.736863941
346.6,-7.739229823
346.7,-7.741592778
346.8,-7.743952799
346.9,-7.746309878
347,-7.748664005
347.1,-7.751015175
347.2,-7.753363378
347.3,-7.755708606
347.4,-7.758050853
347.5,-7.76039011
347.6,-7.76272637
347.7,-7.765059625
347.8,-7.767389868
347.9,-7.769717091
348,-7.772041287
348.1,-7.774362449
348.2,-7.77668057
348.3,-7.778995642
348.4,-7.781307659
348.5,-7.783616613
348.6,-7.785922498
348.7,-7.788225308
348.8,-7.790525034
348.9,-7.792821671
349,-7.795115212
349.1,-7.79740565
349.2,-7.79969298
349.3,-7.801977194
349.4,-7.804258287
349.5,-7.806536252
349.6,-7.808811084
349.7,-7.811082775
349.8,-7.81335132
349.9,-7.815616714
350,-7.81787895
350.1,-7.820138023
350.2,-7.822393927
350.3,-7.824646656
350.4,-7.826896205
350.5,-7.829142569
350.6,-7.831385741
350.7,-7.833625718
350.8,-7.835862494
350.9,-7.838096063
351,-7.840326421
351.1,-7.842553562
351.2,-7.844777482
351.3,-7.846998176
351.4,-7.849215639
351.5,-7.851429867
351.6,-7.853640855
351.7,-7.855848599
351.8,-7.858053095
351.9,-7.860254338
352,-7.862452324
352.1,-7.86464705
352.2,-7.866838512
352.3,-7.869026705
352.4,-7.871211625
352.5,-7.87339327
352.6,-7.875571636
352.7,-7.877746718
352.8,-7.879918514
352.9,-7.882087021
353,-7.884252234
353.1,-7.886414152
353.2,-7.88857277
353.3,-7.890728086
353.4,-7.892880097
353.5,-7.8950288
353.6,-7.897174192
353.7,-7.899316271
353.8,-7.901455033
353.9,-7.903590477
354,-7.9057226
354.1,-7.9078514
354.2,-7.909976873
354.3,-7.912099019
354.4,-7.914217834
354.5,-7.916333317
354.6,-7.918445466
354.7,-7.920554278
354.8,-7.922659752
354.9,-7.924761887
355,-7.926860679
355.1,-7.928956129
355.2,-7.931048233
355.3,-7.933136991
355.4,-7.9352224
355.5,-7.937304461
355.6,-7.939383171
355.7,-7.941458529
355.8,-7.943530534
355.9,-7.945599185
356,-7.94766448
356.1,-7.949726419
356.2,-7.951785
356.3,-7.953840222
356.4,-7.955892085
356.5,-7.957940587
356.6,-7.959985728
356.7,-7.962027506
356.8,-7.964065922
356.9,-7.966100974
357,-7.968132661
357.1,-7.970160985
357.2,-7.972185944
357.3,-7.974207537
357.4,-7.976225765
357.5,-7.978240628
357.6,-7.980252125
357.7,-7.982260257
357.8,-7.984265023
357.9,-7.986266423
358,-7.988264458
358.1,-7.990259129
358.2,-7.992250435
358.3,-7.994238377
358.4,-7.996222956
358.5,-7.998204173
358.6,-8.000182026
358.7,-8.002156519
358.8,-8.004127651
358.9,-8.006095423
359,-8.008059836
359.1,-8.010020891
359.2,-8.011978589
359.3,-8.013932932
359.4,-8.01588392
359.5,-8.017831554
359.6,-8.019775837
359.7,-8.02171677
359.8,-8.023654353
359.9,-8.02558859
360,-8.02751948
360.1,-8.029447027
360.2,-8.031371231
360.3,-8.033292094
360.4,-8.035209619
360.5,-8.037123807
360.6,-8.03903466
360.7,-8.04094218
360.8,-8.042846368
360.9,-8.044747228
361,-8.04664476
361.1,-8.048538968
361.2,-8.050429852
361.3,-8.052317417
361.4,-8.054201663
361.5,-8.056082594
361.6,-8.057960212
361.7,-8.059834519
361.8,-8.061705519
361.9,-8.063573213
362,-8.065437605
362.1,-8.067298697
362.2,-8.069156492
362.3,-8.071010994
362.4,-8.072862205
362.5,-8.074710127
362.6,-8.076554765
362.7,-8.078396121
362.8,-8.080234199
362.9,-8.082069001
363,-8.083900531
363.1,-8.085728792
363.2,-8.087553787
363.3,-8.089375519
363.4,-8.091193993
363.5,-8.09300921
363.6,-8.094821175
363.7,-8.096629892
363.8,-8.098435362
363.9,-8.100237591
364,-8.102036581
364.1,-8.103832337
364.2,-8.105624861
364.3,-8.107414157
364.4,-8.10920023
364.5,-8.110983083
364.6,-8.11276272
364.7,-8.114539145
364.8,-8.116312362
364.9,-8.118082374
365,-8.119849186
365.1,-8.121612803
365.2,-8.123373227
365.3,-8.125130463
365.4,-8.126884515
365.5,-8.128635388
365.6,-8.130383086
365.7,-8.132127612
365.8,-8.133868972
365.9,-8.135607169
366,-8.137342208
366.1,-8.139074093
366.2,-8.140802829
366.3,-8.14252842
366.4,-8.144250871
366.5,-8.145970185
366.6,-8.147686369
366.7,-8.149399425
366.8,-8.151109359
366.9,-8.152816175
367,-8.154519878
367.1,-8.156220473
367.2,-8.157917964
367.3,-8.159612357
367.4,-8.161303655
367.5,-8.162991865
367.6,-8.16467699
367.7,-8.166359035
367.8,-8.168038007
367.9,-8.169713908
368,-8.171386746
368.1,-8.173056524
368.2,-8.174723248
368.3,-8.176386923
368.4,-8.178047555
368.5,-8.179705148
368.6,-8.181359708
368.7,-8.18301124
368.8,-8.184659749
368.9,-8.186305241
369,-8.187947721
369.1,-8.189587195
369.2,-8.191223668
369.3,-8.192857146
369.4,-8.194487634
369.5,-8.196115138
369.6,-8.197739663
369.7,-8.199361214
369.8,-8.200979798
369.9,-8.20259542
370,-8.204208085
370.1,-8.2058178
370.2,-8.207424569
370.3,-8.209028399
370.4,-8.210629295
370.5,-8.212227263
370.6,-8.213822309
370.7,-8.215414438
370.8,-8.217003658
370.9,-8.218589973
371,-8.220173389
371.1,-8.221753914
371.2,-8.223331552
371.3,-8.224906311
371.4,-8.226478195
371.5,-8.228047213
371.6,-8.229613368
371.7,-8.231176669
371.8,-8.232737121
371.9,-8.23429473
372,-8.235849504
372.1,-8.237401447
372.2,-8.238950567
372.3,-8.24049687
372.4,-8.242040363
372.5,-8.243581051
372.6,-8.245118942
372.7,-8.246654042
372.8,-8.248186357
372.9,-8.249715894
373,-8.251242659
373.1,-8.252766659
373.2,-8.2542879
373.3,-8.25580639
373.4,-8.257322135
373.5,-8.258835141
373.6,-8.260345415
373.7,-8.261852963
373.8,-8.263357794
373.9,-8.264859913
374,-8.266359327
374.1,-8.267856043
374.2,-8.269350068
374.3,-8.270841408
374.4,-8.272330072
374.5,-8.273816065
374.6,-8.275299395
374.7,-8.276780069
374.8,-8.278258093
374.9,-8.279733475
375,-8.281206221
375.1,-8.282676339
375.2,-8.284143836
375.3,-8.285608718
375.4,-8.287070992
375.5,-8.288530666
375.6,-8.289987745
375.7,-8.291442238
375.8,-8.292894151
375.9,-8.294343491
376,-8.295790265
376.1,-8.29723448
376.2,-8.298676143
376.3,-8.300115261
376.4,-8.301551841
376.5,-8.30298589
376.6,-8.304417416
376.7,-8.305846425
376.8,-8.307272924
376.9,-8.308696922
377,-8.310118424
377.1,-8.311537439
377.2,-8.312953974
377.3,-8.314368035
377.4,-8.315779631
377.5,-8.317188768
377.6,-8.318595454
377.7,-8.319999697
377.8,-8.321401503
377.9,-8.32280088
378,-8.324197835
378.1,-8.325592376
378.2,-8.326984511
378.3,-8.328374246
378.4,-8.329761589
378.5,-8.331146548
378.6,-8.332529129
378.7,-8.333909341
378.8,-8.335287191
378.9,-8.336662686
379,-8.338035834
379.1,-8.339406641
379.2,-8.340775116
379.3,-8.342141266
379.4,-8.343505099
379.5,-8.34486662
379.6,-8.34622584
379.7,-8.347582763
379.8,-8.348937399
379.9,-8.350289754
380,-8.351639837
380.1,-8.352987654
380.2,-8.354333212
380.3,-8.35567652
380.4,-8.357017585
380.5,-8.358356414
380.6,-8.359693014
380.7,-8.361027394
380.8,-8.36235956
380.9,-8.36368952
381,-8.365017281
381.1,-8.366342851
381.2,-8.367666237
381.3,-8.368987446
381.4,-8.370306486
381.5,-8.371623363
381.6,-8.372938086
381.7,-8.374250661
381.8,-8.375561096
381.9,-8.376869398
382,-8.378175573
382.1,-8.37947963
382.2,-8.380781574
382.3,-8.382081414
382.4,-8.383379156
382.5,-8.384674808
382.6,-8.385968377
382.7,-8.387259871
382.8,-8.388549295
382.9,-8.389836658
383,-8.391121967
383.1,-8.392405228
383.2,-8.393686449
383.3,-8.394965636
383.4,-8.396242798
383.5,-8.39751794
383.6,-8.398791071
383.7,-8.400062196
383.8,-8.401331324
383.9,-8.40259846
384,-8.403863612
384.1,-8.405126788
384.2,-8.406387993
384.3,-8.407647236
384.4,-8.408904522
384.5,-8.410159859
384.6,-8.411413254
384.7,-8.412664714
384.8,-8.413914245
384.9,-8.415161854
385,-8.416407548
385.1,-8.417651334
385.2,-8.418893218
385.3,-8.420133207
385.4,-8.421371308
385.5,-8.422607527
385.6,-8.423841872
385.7,-8.425074349
385.8,-8.426304963
385.9,-8.427533723
386,-8.428760634
386.1,-8.429985702
386.2,-8.431208935
386.3,-8.432430339
386.4,-8.43364992
386.5,-8.434867685
386.6,-8.43608364
386.7,-8.437297791
386.8,-8.438510146
386.9,-8.439720711
387,-8.440929491
387.1,-8.442136494
387.2,-8.443341725
387.3,-8.444545191
387.4,-8.445746898
387.5,-8.446946852
387.6,-8.44814506
387.7,-8.449341527
387.8,-8.45053626
387.9,-8.451729265
388,-8.452920548
388.1,-8.454110115
388.2,-8.455297972
388.3,-8.456484125
388.4,-8.45766858
388.5,-8.458851343
388.6,-8.46003242
388.7,-8.461211817
388.8,-8.46238954
388.9,-8.463565594
389,-8.464739986
389.1,-8.46591272
389.2,-8.467083804
389.3,-8.468253243
389.4,-8.469421042
389.5,-8.470587207
389.6,-8.471751743
389.7,-8.472914658
389.8,-8.474075955
389.9,-8.475235641
390,-8.47639372
390.1,-8.477550199
390.2,-8.478705083
390.3,-8.479858377
390.4,-8.481010086
390.5,-8.482160215
390.6,-8.48330877
390.7,-8.484455757
390.8,-8.485601179
390.9,-8.486745042
391,-8.487887352
391.1,-8.489028113
391.2,-8.49016733
391.3,-8.491305009
391.4,-8.492441153
391.5,-8.493575768
391.6,-8.494708858
391.7,-8.495840429
391.8,-8.496970484
391.9,-8.498099029
392,-8.499226067
392.1,-8.500351604
392.2,-8.501475644
392.3,-8.50259819
392.4,-8.503719249
392.5,-8.504838822
392.6,-8.505956916
392.7,-8.507073534
392.8,-8.508188679
392.9,-8.509302357
393,-8.510414571
393.1,-8.511525325
393.2,-8.512634622
393.3,-8.513742468
393.4,-8.514848865
393.5,-8.515953818
393.6,-8.517057331
393.7,-8.518159406
393.8,-8.519260049
393.9,-8.520359262
394,-8.52145705
394.1,-8.522553416
394.2,-8.523648364
394.3,-8.524741896
394.4,-8.525834017
394.5,-8.526924731
394.6,-8.528014039
394.7,-8.529101947
394.8,-8.530188456
394.9,-8.531273571
395,-8.532357294
395.1,-8.533439629
395.2,-8.534520579
395.3,-8.535600146
395.4,-8.536678334
395.5,-8.537755145
395.6,-8.538830582
395.7,-8.539904647
395.8,-8.540977345
395.9,-8.542048676
396,-8.543118644
396.1,-8.544187251
396.2,-8.5452545
396.3,-8.546320392
396.4,-8.547384931
396.5,-8.548448118
396.6,-8.549509956
396.7,-8.550570446
396.8,-8.551629592
396.9,-8.552687394
397,-8.553743854
397.1,-8.554798976
397.2,-8.55585276
397.3,-8.556905209
397.4,-8.557956323
397.5,-8.559006106
397.6,-8.560054558
397.7,-8.561101681
397.8,-8.562147477
397.9,-8.563191947
398,-8.564235093
398.1,-8.565276916
398.2,-8.566317417
398.3,-8.567356598
398.4,-8.56839446
398.5,-8.569431005
398.6,-8.570466234
398.7,-8.571500148
398.8,-8.572532747
398.9,-8.573564034
399,-8.57459401
399.1,-8.575622675
399.2,-8.57665003
399.3,-8.577676077
399.4,-8.578700816
399.5,-8.579724248
399.6,-8.580746373
399.7,-8.581767194
399.8,-8.582786709
399.9,-8.58380492
400,-8.584821827
400.1,-8.585837431
400.2,-8.586851732
400.3,-8.58786473
400.4,-8.588876427
400.5,-8.589886821
400.6,-8.590895914
400.7,-8.591903704
400.8,-8.592910194
400.9,-8.593915382
401,-8.594919268
401.1,-8.595921853
401.2,-8.596923137
401.3,-8.597923119
401.4,-8.598921799
401.5,-8.599919177
401.6,-8.600915252
401.7,-8.601910026
401.8,-8.602903496
401.9,-8.603895663
402,-8.604886527
402.1,-8.605876086
402.2,-8.60686434
402.3,-8.607851289
402.4,-8.608836931
402.5,-8.609821267
402.6,-8.610804295
402.7,-8.611786015
402.8,-8.612766425
402.9,-8.613745525
403,-8.614723315
403.1,-8.615699792
403.2,-8.616674956
403.3,-8.617648806
403.4,-8.61862134
403.5,-8.619592558
403.6,-8.620562458
403.7,-8.621531038
403.8,-8.622498297
403.9,-8.623464233
404,-8.624428845
404.1,-8.625392132
404.2,-8.626354091
404.3,-8.627314721
404.4,-8.628274021
404.5,-8.629231987
404.6,-8.63018862
404.7,-8.631143915
404.8,-8.632097872
404.9,-8.633050488
405,-8.634001761
405.1,-8.63495169
405.2,-8.635900271
405.3,-8.636847502
405.4,-8.637793381
405.5,-8.638737906
405.6,-8.639681074
405.7,-8.640622883
405.8,-8.641563329
405.9,-8.64250241
406,-8.643440123
406.1,-8.644376466
406.2,-8.645311436
406.3,-8.646245029
406.4,-8.647177243
406.5,-8.648108074
406.6,-8.64903752
406.7,-8.649965576
406.8,-8.65089224
406.9,-8.651817508
407,-8.652741377
407.1,-8.653663844
407.2,-8.654584904
407.3,-8.655504553
407.4,-8.656422789
407.5,-8.657339607
407.6,-8.658255004
407.7,-8.659168975
407.8,-8.660081516
407.9,-8.660992624
408,-8.661902294
408.1,-8.662810521
408.2,-8.663717302
408.3,-8.664622632
408.4,-8.665526507
408.5,-8.666428921
408.6,-8.667329871
408.7,-8.668229352
408.8,-8.669127359
408.9,-8.670023886
409,-8.67091893
409.1,-8.671812485
409.2,-8.672704546
409.3,-8.673595108
409.4,-8.674484165
409.5,-8.675371713
409.6,-8.676257745
409.7,-8.677142257
409.8,-8.678025242
409.9,-8.678906695
410,-8.679786611
410.1,-8.680664983
410.2,-8.681541805
410.3,-8.682417073
410.4,-8.683290778
410.5,-8.684162916
410.6,-8.68503348
410.7,-8.685902465
410.8,-8.686769863
410.9,-8.687635669
411,-8.688499876
411.1,-8.689362477
411.2,-8.690223467
411.3,-8.691082837
411.4,-8.691940582
411.5,-8.692796694
411.6,-8.693651167
411.7,-8.694503993
411.8,-8.695355165
411.9,-8.696204677
412,-8.697052521
412.1,-8.697898689
412.2,-8.698743175
412.3,-8.69958597
412.4,-8.700427067
412.5,-8.701266459
412.6,-8.702104137
412.7,-8.702940094
412.8,-8.703774321
412.9,-8.704606812
413,-8.705437558
413.1,-8.70626655
413.2,-8.707093781
413.3,-8.707919243
413.4,-8.708742926
413.5,-8.709564823
