time,Xm
1670,-7.24763
1671,-7.25586
1672,-7.26106
1673,-7.26626
1674,-7.26864
1675,-7.27103
1676,-7.27254
1677,-7.27298
1678,-7.27363
1679,-7.27146
1680,-7.26994
1681,-7.26691
1682,-7.26279
1683,-7.25456
1684,-7.24568
1685,-7.23246
1686,-7.22076
1687,-7.20624
1688,-7.19259
1689,-7.17699
1690,-7.15987
1691,-7.1421
1692,-7.12412
1693,-7.10484
1694,-7.08512
1695,-7.06475
1696,-7.04417
1697,-7.0225
1698,-6.99953
1699,-6.97787
1700,-6.95663
1701,-6.93366
1702,-6.90918
1703,-6.88513
1704,-6.86043
1705,-6.83508
1706,-6.80951
1707,-6.78546
1708,-6.76097
1709,-6.73757
1710,-6.71157
1711,-6.68839
1712,-6.66325
1713,-6.63812
1714,-6.61385
1715,-6.59002
1716,-6.56597
1717,-6.54213
1718,-6.5183
1719,-6.4949
1720,-6.4702
1721,-6.44723
1722,-6.42404
1723,-6.40086
1724,-6.37941
1725,-6.35752
1726,-6.33586
1727,-6.31506
1728,-6.29534
1729,-6.27497
1730,-6.25655
1731,-6.23597
1732,-6.21885
1733,-6.20152
1734,-6.18462
1735,-6.16859
1736,-6.1519
1737,-6.1376
1738,-6.12308
1739,-6.10943
1740,-6.09665
1741,-6.08538
1742,-6.07281
1743,-6.06241
1744,-6.05483
1745,-6.0414
1746,-6.03251
1747,-6.02276
1748,-6.01301
1749,-6.00521
1750,-5.99806
1751,-5.99113
1752,-5.98441
1753,-5.97878
1754,-5.97379
1755,-5.96859
1756,-5.96426
1757,-5.95971
1758,-5.95581
1759,-5.95343
1760,-5.95061
1761,-5.94758
1762,-5.94606
1763,-5.94324
1764,-5.94108
1765,-5.93978
1766,-5.94043
1767,-5.93934
1768,-5.93891
1769,-5.93869
1770,-5.93804
1771,-5.93804
1772,-5.93718
1773,-5.93783
1774,-5.93804
1775,-5.93826
1776,-5.93761
1777,-5.93869
1778,-5.93934
1779,-5.93934
1780,-5.93978
1781,-5.94043
1782,-5.94173
1783,-5.94433
1784,-5.94649
1785,-5.94953
1786,-5.95061
1787,-5.95343
1788,-5.95494
1789,-5.95711
1790,-5.95949
1791,-5.96188
1792,-5.96469
1793,-5.96621
1794,-5.96708
1795,-5.96903
1796,-5.96946
1797,-5.97076
1798,-5.97098
1799,-5.97379
1800,-5.97358
1801,-5.97379
1802,-5.97379
1803,-5.97358
1804,-5.97401
1805,-5.97401
1806,-5.97336
1807,-5.97293
1808,-5.97249
1809,-5.97119
1810,-5.97033
1811,-5.96729
1812,-5.96448
1813,-5.96014
1814,-5.95451
1815,-5.95061
1816,-5.94541
1817,-5.93978
1818,-5.93371
1819,-5.92786
1820,-5.92049
1821,-5.91269
1822,-5.90359
1823,-5.89774
1824,-5.88842
1825,-5.88106
1826,-5.87391
1827,-5.86546
1828,-5.85852
1829,-5.84921
1830,-5.84076
1831,-5.83165
1832,-5.82537
1833,-5.81714
1834,-5.80804
1835,-5.79937
1836,-5.79157
1837,-5.7842
1838,-5.77554
1839,-5.76752
1840,-5.7595
1841,-5.75214
1842,-5.7439
1843,-5.73719
1844,-5.7296
1845,-5.7231
1846,-5.7153
1847,-5.70837
1848,-5.70122
1849,-5.69537
1850,-5.68995
1851,-5.68475
1852,-5.67782
1853,-5.67197
1854,-5.66698
1855,-5.66135
1856,-5.65745
1857,-5.6529
1858,-5.64856
1859,-5.64532
1860,-5.64163
1861,-5.63947
1862,-5.63643
1863,-5.6347
1864,-5.63253
1865,-5.63101
1866,-5.63015
1867,-5.62993
1868,-5.62928
1869,-5.6295
1870,-5.62885
1871,-5.6282
1872,-5.62755
1873,-5.62863
1874,-5.6295
1875,-5.62928
1876,-5.63036
1877,-5.63383
1878,-5.63665
1879,-5.64055
1880,-5.64488
1881,-5.65073
1882,-5.65766
1883,-5.66525
1884,-5.67305
1885,-5.68107
1886,-5.6893
1887,-5.6971
1888,-5.7062
1889,-5.7153
1890,-5.72267
1891,-5.73545
1892,-5.74542
1893,-5.7556
1894,-5.76687
1895,-5.77857
1896,-5.79005
1897,-5.80067
1898,-5.81237
1899,-5.8258
1900,-5.83902
1901,-5.85116
1902,-5.86307
1903,-5.87607
1904,-5.88821
1905,-5.90099
1906,-5.91334
1907,-5.92569
1908,-5.93804
1909,-5.95104
1910,-5.96491
1911,-5.97791
1912,-5.99048
1913,-6.00283
1914,-6.01605
1915,-6.02926
1916,-6.0427
1917,-6.05721
1918,-6.06913
1919,-6.083
1920,-6.09513
1921,-6.10922
1922,-6.12048
1923,-6.13543
1924,-6.14778
1925,-6.16035
1926,-6.17335
1927,-6.18592
1928,-6.19827
1929,-6.20954
1930,-6.2208
1931,-6.23207
1932,-6.2442
1933,-6.25591
1934,-6.2676
1935,-6.27692
1936,-6.28862
1937,-6.29837
1938,-6.30812
1939,-6.31766
1940,-6.32741
1941,-6.33477
1942,-6.34474
1943,-6.35254
1944,-6.36034
1945,-6.36641
1946,-6.37356
1947,-6.37984
1948,-6.38613
1949,-6.39306
1950,-6.39934
1951,-6.40368
1952,-6.41018
1953,-6.41408
1954,-6.41906
1955,-6.42253
1956,-6.42751
1957,-6.42924
1958,-6.43293
1959,-6.4364
1960,-6.44051
1961,-6.44441
1962,-6.44636
1963,-6.44874
1964,-6.45113
1965,-6.45329
1966,-6.45611
1967,-6.45871
1968,-6.46066
1969,-6.46196
1970,-6.46326
1971,-6.465
1972,-6.46456
1973,-6.46608
1974,-6.46911
1975,-6.46933
1976,-6.47085
1977,-6.47063
1978,-6.47236
1979,-6.47193
1980,-6.47496
1981,-6.47691
1982,-6.47951
1983,-6.48255
1984,-6.48688
1985,-6.48948
1986,-6.49598
1987,-6.49836
1988,-6.50291
1989,-6.50725
1990,-6.51093
1991,-6.51548
1992,-6.52068
1993,-6.52675
1994,-6.53151
1995,-6.5378
1996,-6.54278
1997,-6.54972
1998,-6.556
1999,-6.5651
2000,-6.574
